,UP0042HHT1,UR16_2319_HP160021451_A,id,filtered,order,chrom,genStart,genEnd,SD,length
61,0.04104961895347836,0.0,62,False,False,13,28500001.0,47500000.0,0.029026463927128376,19000000.0
62,0.07840069640334257,0.0,63,False,False,13,48000001.0,82500000.0,0.0554376640765513,34500000.0
63,0.1326198235220959,0.0,64,False,False,13,83000001.0,94500000.0,0.09377637653223721,11500000.0
64,0.32685021829821537,0.0,65,True,True,13,95500001.0,108000000.0,0.23111800579097147,12500000.0
65,0.0714018986064795,0.0,66,False,False,14,20500001.0,50500000.0,0.05048876669423595,30000000.0
66,0.3259381343978083,0.0,67,True,True,14,78000001.0,94500000.0,0.23047306507998255,16500000.0
67,0.11564261730043324,0.0,68,False,False,14,94500001.0,106000000.0,0.0817716788872971,11500000.0
68,0.0792475989974375,0.0,69,False,False,15,31000001.0,59000000.0,0.0560365146438403,28000000.0
69,0.11701867008727795,0.0,70,False,False,15,60000001.0,72000000.0,0.08274469514414565,12000000.0
70,0.03024186653685934,0.0,71,False,False,15,72000001.0,87500000.0,0.021384228903951773,15500000.0
71,0.07838811024052017,0.0,72,False,False,16,500001.0,22500000.0,0.05542876431547046,22000000.0
72,0.16364350579349018,0.0,73,True,True,16,52000001.0,90000000.0,0.11571343264371699,38000000.0
73,0.07478549154517955,0.0,74,False,False,17,1.0,15500000.0,0.05288132820596567,15500000.0
74,0.06173822555244879,0.0,75,False,False,17,35000001.0,51000000.0,0.04365551794656112,16000000.0
75,0.002087454533080013,0.0,76,False,False,17,56000001.0,74500000.0,0.0014760532557594756,18500000.0
76,-0.46222265691266085,0.0,77,True,True,18,46500001.0,70500000.0,0.3268407751210055,24000000.0
77,0.2561141271016849,0.0,78,True,True,19,11500001.0,31500000.0,0.18110003603127472,20000000.0
78,0.1236403964648991,0.0,79,False,False,19,31500001.0,50500000.0,0.0874269627689234,19000000.0
79,0.33965070173637457,0.0,80,True,True,20,1.0,21500000.0,0.24016931443255993,21500000.0
80,0.22282449527220116,0.0,81,True,True,21,15500001.0,41000000.0,0.15756071162144325,25500000.0
81,0.07394807238795664,0.0,82,False,False,22,19000001.0,51000000.0,0.05228918344119783,32000000.0
