rownames,UR16_2319_HP160021451_A,UP0042HHT1
1:159500001-160000000,,
1:160000001-160500000,,
1:160500001-161000000,,
1:161000001-161500000,,
1:161500001-162000000,,
1:162000001-162500000,4.170773492935317,4.167995721953228
1:162500001-163000000,4.170773492935317,4.167995721953228
1:163000001-163500000,4.170773492935317,4.167995721953228
1:163500001-164000000,4.170773492935317,4.167995721953228
1:164000001-164500000,4.170773492935317,4.167995721953228
1:164500001-165000000,4.170773492935317,4.167995721953228
1:165000001-165500000,4.170773492935317,4.167995721953228
1:165500001-166000000,4.170773492935317,4.167995721953228
1:166000001-166500000,4.170773492935317,4.167995721953228
1:167000001-167500000,4.170773492935317,4.167995721953228
1:167500001-168000000,4.170773492935317,4.167995721953228
1:168000001-168500000,4.170773492935317,4.167995721953228
1:169000001-169500000,4.170773492935317,4.167995721953228
1:170000001-170500000,4.170773492935317,4.167995721953228
1:170500001-171000000,4.170773492935317,4.167995721953228
1:171000001-171500000,4.170773492935317,4.167995721953228
1:171500001-172000000,4.170773492935317,4.167995721953228
1:172000001-172500000,4.170773492935317,4.167995721953228
1:172500001-173000000,4.170773492935317,4.167995721953228
1:173000001-173500000,4.170773492935317,4.167995721953228
1:174000001-174500000,4.170773492935317,4.167995721953228
1:174500001-175000000,4.170773492935317,4.167995721953228
1:175000001-175500000,4.170773492935317,4.167995721953228
1:175500001-176000000,4.170773492935317,4.167995721953228
1:176000001-176500000,4.170773492935317,4.167995721953228
1:176500001-177000000,4.170773492935317,4.167995721953228
1:177000001-177500000,4.170773492935317,4.167995721953228
1:177500001-178000000,4.170773492935317,4.167995721953228
1:178000001-178500000,4.170773492935317,4.167995721953228
1:178500001-179000000,4.170773492935317,4.167995721953228
1:179000001-179500000,4.170773492935317,4.167995721953228
1:179500001-180000000,4.170773492935317,4.167995721953228
1:180000001-180500000,4.170773492935317,4.167995721953228
1:180500001-181000000,4.170773492935317,4.167995721953228
1:181000001-181500000,4.170773492935317,4.167995721953228
1:181500001-182000000,4.170773492935317,4.167995721953228
1:182500001-183000000,4.170773492935317,4.167995721953228
1:183000001-183500000,4.170773492935317,4.167995721953228
1:183500001-184000000,4.170773492935317,4.167995721953228
1:184000001-184500000,4.170773492935317,4.167995721953228
1:184500001-185000000,4.170773492935317,4.167995721953228
1:185000001-185500000,4.170773492935317,4.167995721953228
1:185500001-186000000,4.170773492935317,4.167995721953228
1:186000001-186500000,4.170773492935317,4.167995721953228
1:186500001-187000000,4.170773492935317,4.167995721953228
1:187000001-187500000,4.170773492935317,4.167995721953228
1:187500001-188000000,4.170773492935317,4.167995721953228
1:188000001-188500000,4.170773492935317,4.167995721953228
1:188500001-189000000,4.170773492935317,4.167995721953228
1:189000001-189500000,4.170773492935317,4.167995721953228
1:189500001-190000000,4.170773492935317,4.167995721953228
1:190000001-190500000,4.170773492935317,4.167995721953228
1:190500001-191000000,4.170773492935317,4.167995721953228
1:191000001-191500000,4.170773492935317,4.167995721953228
1:191500001-192000000,4.170773492935317,4.167995721953228
1:192000001-192500000,4.170773492935317,4.167995721953228
1:192500001-193000000,4.170773492935317,4.167995721953228
1:193000001-193500000,4.170773492935317,4.167995721953228
1:193500001-194000000,4.170773492935317,4.167995721953228
1:194000001-194500000,4.170773492935317,4.167995721953228
1:194500001-195000000,4.170773492935317,4.167995721953228
1:195000001-195500000,4.170773492935317,4.167995721953228
1:195500001-196000000,4.170773492935317,4.167995721953228
1:196000001-196500000,4.170773492935317,4.167995721953228
1:197000001-197500000,4.170773492935317,4.167995721953228
1:197500001-198000000,4.170773492935317,4.167995721953228
1:198000001-198500000,4.170773492935317,4.167995721953228
1:199000001-199500000,4.170773492935317,4.167995721953228
1:199500001-200000000,4.170773492935317,4.167995721953228
1:200500001-201000000,4.170773492935317,4.167995721953228
1:201500001-202000000,4.170773492935317,4.167995721953228
1:202000001-202500000,4.170773492935317,4.167995721953228
1:202500001-203000000,4.170773492935317,4.167995721953228
1:203000001-203500000,4.170773492935317,4.167995721953228
1:203500001-204000000,4.170773492935317,4.167995721953228
1:204000001-204500000,4.170773492935317,4.167995721953228
1:204500001-205000000,4.170773492935317,4.167995721953228
1:205000001-205500000,4.170773492935317,4.167995721953228
1:205500001-206000000,4.170773492935317,4.167995721953228
1:206500001-207000000,4.170773492935317,4.167995721953228
1:207000001-207500000,4.170773492935317,4.167995721953228
1:207500001-208000000,4.170773492935317,4.167995721953228
1:208000001-208500000,4.170773492935317,4.167995721953228
1:208500001-209000000,4.170773492935317,4.167995721953228
1:209500001-210000000,4.170773492935317,4.167995721953228
1:210000001-210500000,4.170773492935317,4.167995721953228
1:211000001-211500000,4.170773492935317,4.167995721953228
1:212000001-212500000,4.170773492935317,4.167995721953228
1:212500001-213000000,4.170773492935317,4.167995721953228
1:213000001-213500000,4.170773492935317,4.167995721953228
1:213500001-214000000,4.170773492935317,4.167995721953228
1:214000001-214500000,4.170773492935317,4.167995721953228
1:214500001-215000000,4.170773492935317,4.167995721953228
1:215000001-215500000,4.170773492935317,4.167995721953228
1:215500001-216000000,4.170773492935317,4.167995721953228
1:216000001-216500000,4.170773492935317,4.167995721953228
1:216500001-217000000,4.170773492935317,4.167995721953228
1:217000001-217500000,4.170773492935317,4.167995721953228
1:217500001-218000000,4.170773492935317,4.167995721953228
1:218000001-218500000,4.170773492935317,4.167995721953228
1:218500001-219000000,4.170773492935317,4.167995721953228
1:219000001-219500000,4.170773492935317,4.167995721953228
1:219500001-220000000,4.170773492935317,4.167995721953228
1:220500001-221000000,4.170773492935317,4.167995721953228
1:221000001-221500000,4.170773492935317,4.167995721953228
1:221500001-222000000,4.170773492935317,4.167995721953228
1:222000001-222500000,4.170773492935317,4.167995721953228
1:223500001-224000000,4.170773492935317,4.167995721953228
1:224500001-225000000,4.170773492935317,4.167995721953228
1:225000001-225500000,4.170773492935317,4.167995721953228
1:225500001-226000000,4.170773492935317,4.167995721953228
1:226000001-226500000,4.170773492935317,4.167995721953228
1:226500001-227000000,4.170773492935317,4.167995721953228
1:227000001-227500000,4.170773492935317,4.167995721953228
1:228000001-228500000,4.170773492935317,4.167995721953228
1:228500001-229000000,4.170773492935317,4.167995721953228
1:229000001-229500000,4.170773492935317,4.167995721953228
1:229500001-230000000,4.170773492935317,4.167995721953228
1:230000001-230500000,,
1:230500001-231000000,,
1:231000001-231500000,,
1:232000001-232500000,,
1:232500001-233000000,,
1:233500001-234000000,,
1:234000001-234500000,,
1:234500001-235000000,,
1:235000001-235500000,,
1:235500001-236000000,,
1:236500001-237000000,,
1:237000001-237500000,,
1:238500001-239000000,,
1:239000001-239500000,,
1:239500001-240000000,,
1:240500001-241000000,,
1:241000001-241500000,,
1:241500001-242000000,,
1:242500001-243000000,,
1:243500001-244000000,,
1:244000001-244500000,,
1:244500001-245000000,,
1:245000001-245500000,,
1:245500001-246000000,,
1:246000001-246500000,,
1:246500001-247000000,,
1:247500001-248000000,,
1:248000001-248500000,,
2:1000001-1500000,,
2:1500001-2000000,,
2:2000001-2500000,,
2:2500001-3000000,,
2:3000001-3500000,,
2:3500001-4000000,,
2:4000001-4500000,,
2:4500001-5000000,,
2:5000001-5500000,,
2:6000001-6500000,,
2:6500001-7000000,1.92272261868724,1.9262358396103432
2:7000001-7500000,1.92272261868724,1.9262358396103432
2:7500001-8000000,1.92272261868724,1.9262358396103432
2:8000001-8500000,1.92272261868724,1.9262358396103432
2:8500001-9000000,1.92272261868724,1.9262358396103432
2:9000001-9500000,1.92272261868724,1.9262358396103432
2:9500001-10000000,1.92272261868724,1.9262358396103432
2:10000001-10500000,1.92272261868724,1.9262358396103432
2:10500001-11000000,1.92272261868724,1.9262358396103432
2:11000001-11500000,1.92272261868724,1.9262358396103432
2:11500001-12000000,1.92272261868724,1.9262358396103432
2:12000001-12500000,1.92272261868724,1.9262358396103432
2:12500001-13000000,1.92272261868724,1.9262358396103432
2:13000001-13500000,1.92272261868724,1.9262358396103432
2:13500001-14000000,1.92272261868724,1.9262358396103432
2:14000001-14500000,1.92272261868724,1.9262358396103432
2:14500001-15000000,1.92272261868724,1.9262358396103432
2:15000001-15500000,1.92272261868724,1.9262358396103432
2:15500001-16000000,1.92272261868724,1.9262358396103432
2:16500001-17000000,1.92272261868724,1.9262358396103432
2:17000001-17500000,1.92272261868724,1.9262358396103432
2:17500001-18000000,1.92272261868724,1.9262358396103432
2:18000001-18500000,1.92272261868724,1.9262358396103432
2:18500001-19000000,1.92272261868724,1.9262358396103432
2:19000001-19500000,1.92272261868724,1.9262358396103432
2:19500001-20000000,1.92272261868724,1.9262358396103432
2:20000001-20500000,1.92272261868724,1.9262358396103432
2:20500001-21000000,1.92272261868724,1.9262358396103432
2:21000001-21500000,1.92272261868724,1.9262358396103432
2:22000001-22500000,1.92272261868724,1.9262358396103432
2:22500001-23000000,1.92272261868724,1.9262358396103432
2:23000001-23500000,1.92272261868724,1.9262358396103432
2:23500001-24000000,,
2:24000001-24500000,,
2:25000001-25500000,,
2:25500001-26000000,,
2:26000001-26500000,,
2:26500001-27000000,,
2:27000001-27500000,,
2:27500001-28000000,,
2:28000001-28500000,3.622205920949055,3.117702399804787
2:28500001-29000000,3.622205920949055,3.117702399804787
2:29000001-29500000,3.622205920949055,3.117702399804787
2:29500001-30000000,3.622205920949055,3.117702399804787
2:30000001-30500000,3.622205920949055,3.117702399804787
2:30500001-31000000,3.622205920949055,3.117702399804787
2:31000001-31500000,3.622205920949055,3.117702399804787
2:31500001-32000000,3.622205920949055,3.117702399804787
2:33500001-34000000,3.622205920949055,3.117702399804787
2:34000001-34500000,3.622205920949055,3.117702399804787
2:34500001-35000000,3.622205920949055,3.117702399804787
2:35000001-35500000,3.622205920949055,3.117702399804787
2:35500001-36000000,3.622205920949055,3.117702399804787
2:36500001-37000000,3.622205920949055,3.117702399804787
2:37500001-38000000,3.622205920949055,3.117702399804787
2:38000001-38500000,3.622205920949055,3.117702399804787
2:38500001-39000000,3.622205920949055,3.117702399804787
2:39000001-39500000,3.622205920949055,3.117702399804787
2:39500001-40000000,3.622205920949055,3.117702399804787
2:40000001-40500000,3.622205920949055,3.117702399804787
2:40500001-41000000,,
2:41000001-41500000,,
2:41500001-42000000,,
2:42000001-42500000,,
2:42500001-43000000,,
2:43000001-43500000,4.168691060648358,4.179333502568534
2:43500001-44000000,4.168691060648358,4.179333502568534
2:44000001-44500000,4.168691060648358,4.179333502568534
2:44500001-45000000,4.168691060648358,4.179333502568534
2:45000001-45500000,4.168691060648358,4.179333502568534
2:45500001-46000000,4.168691060648358,4.179333502568534
2:46000001-46500000,4.168691060648358,4.179333502568534
2:46500001-47000000,4.168691060648358,4.179333502568534
2:47000001-47500000,4.168691060648358,4.179333502568534
2:47500001-48000000,4.168691060648358,4.179333502568534
2:48000001-48500000,4.168691060648358,4.179333502568534
2:48500001-49000000,4.168691060648358,4.179333502568534
2:49500001-50000000,4.168691060648358,4.179333502568534
2:50000001-50500000,4.168691060648358,4.179333502568534
2:51000001-51500000,4.168691060648358,4.179333502568534
2:51500001-52000000,4.168691060648358,4.179333502568534
2:52000001-52500000,4.168691060648358,4.179333502568534
2:52500001-53000000,4.168691060648358,4.179333502568534
2:53000001-53500000,4.168691060648358,4.179333502568534
2:53500001-54000000,4.168691060648358,4.179333502568534
2:54500001-55000000,4.168691060648358,4.179333502568534
2:55000001-55500000,4.168691060648358,4.179333502568534
2:55500001-56000000,4.168691060648358,4.179333502568534
2:56000001-56500000,4.168691060648358,4.179333502568534
2:56500001-57000000,4.168691060648358,4.179333502568534
2:57000001-57500000,4.168691060648358,4.179333502568534
2:57500001-58000000,4.168691060648358,4.179333502568534
2:58000001-58500000,4.168691060648358,4.179333502568534
2:58500001-59000000,4.168691060648358,4.179333502568534
2:59000001-59500000,4.168691060648358,4.179333502568534
2:60000001-60500000,4.168691060648358,4.179333502568534
2:60500001-61000000,4.168691060648358,4.179333502568534
2:61000001-61500000,4.168691060648358,4.179333502568534
2:62000001-62500000,4.168691060648358,4.179333502568534
2:62500001-63000000,4.168691060648358,4.179333502568534
2:63500001-64000000,4.168691060648358,4.179333502568534
2:64000001-64500000,4.168691060648358,4.179333502568534
2:64500001-65000000,4.168691060648358,4.179333502568534
2:65500001-66000000,4.168691060648358,4.179333502568534
2:66000001-66500000,4.168691060648358,4.179333502568534
2:66500001-67000000,4.168691060648358,4.179333502568534
2:67500001-68000000,4.168691060648358,4.179333502568534
2:68000001-68500000,4.168691060648358,4.179333502568534
2:68500001-69000000,4.168691060648358,4.179333502568534
2:69000001-69500000,4.168691060648358,4.179333502568534
2:69500001-70000000,1.9295026385551064,1.9871837720721262
2:70000001-70500000,1.9295026385551064,1.9871837720721262
2:71000001-71500000,1.9295026385551064,1.9871837720721262
2:71500001-72000000,1.9295026385551064,1.9871837720721262
2:72000001-72500000,1.9295026385551064,1.9871837720721262
2:72500001-73000000,1.9295026385551064,1.9871837720721262
2:73000001-73500000,1.9295026385551064,1.9871837720721262
2:73500001-74000000,1.9295026385551064,1.9871837720721262
2:74000001-74500000,1.9295026385551064,1.9871837720721262
2:74500001-75000000,1.9295026385551064,1.9871837720721262
2:75000001-75500000,1.9295026385551064,1.9871837720721262
2:75500001-76000000,1.9295026385551064,1.9871837720721262
2:76000001-76500000,1.9295026385551064,1.9871837720721262
2:76500001-77000000,1.9295026385551064,1.9871837720721262
2:77000001-77500000,1.9295026385551064,1.9871837720721262
2:77500001-78000000,1.9295026385551064,1.9871837720721262
2:78000001-78500000,1.9295026385551064,1.9871837720721262
2:79000001-79500000,1.9295026385551064,1.9871837720721262
2:79500001-80000000,1.9295026385551064,1.9871837720721262
2:80000001-80500000,1.9295026385551064,1.9871837720721262
2:80500001-81000000,1.9295026385551064,1.9871837720721262
2:81000001-81500000,1.9295026385551064,1.9871837720721262
2:82000001-82500000,1.9295026385551064,1.9871837720721262
2:82500001-83000000,1.9295026385551064,1.9871837720721262
2:83000001-83500000,1.9295026385551064,1.9871837720721262
2:84000001-84500000,1.9295026385551064,1.9871837720721262
2:84500001-85000000,1.9295026385551064,1.9871837720721262
2:85000001-85500000,1.9295026385551064,1.9871837720721262
2:85500001-86000000,1.9295026385551064,1.9871837720721262
2:86000001-86500000,1.9295026385551064,1.9871837720721262
2:86500001-87000000,1.9295026385551064,1.9871837720721262
2:88500001-89000000,1.9295026385551064,1.9871837720721262
2:97000001-97500000,1.9295026385551064,1.9871837720721262
2:99500001-100000000,1.9295026385551064,1.9871837720721262
2:100000001-100500000,1.9295026385551064,1.9871837720721262
2:100500001-101000000,1.9295026385551064,1.9871837720721262
2:101000001-101500000,1.9295026385551064,1.9871837720721262
2:101500001-102000000,1.9295026385551064,1.9871837720721262
2:102000001-102500000,1.9295026385551064,1.9871837720721262
2:102500001-103000000,1.9295026385551064,1.9871837720721262
2:103000001-103500000,1.9295026385551064,1.9871837720721262
2:103500001-104000000,1.9295026385551064,1.9871837720721262
2:104000001-104500000,1.9295026385551064,1.9871837720721262
2:104500001-105000000,1.9295026385551064,1.9871837720721262
2:105000001-105500000,1.9295026385551064,1.9871837720721262
2:106000001-106500000,1.9295026385551064,1.9871837720721262
2:107000001-107500000,1.9295026385551064,1.9871837720721262
2:107500001-108000000,1.9295026385551064,1.9871837720721262
2:108000001-108500000,1.9295026385551064,1.9871837720721262
2:108500001-109000000,1.9295026385551064,1.9871837720721262
2:110000001-110500000,1.9295026385551064,1.9871837720721262
2:111500001-112000000,1.9295026385551064,1.9871837720721262
2:113500001-114000000,1.9295026385551064,1.9871837720721262
2:114500001-115000000,1.9295026385551064,1.9871837720721262
2:116000001-116500000,1.9295026385551064,1.9871837720721262
2:116500001-117000000,1.9295026385551064,1.9871837720721262
2:117000001-117500000,1.9295026385551064,1.9871837720721262
2:118000001-118500000,1.9295026385551064,1.9871837720721262
2:118500001-119000000,1.9295026385551064,1.9871837720721262
2:119000001-119500000,1.9295026385551064,1.9871837720721262
2:119500001-120000000,1.9295026385551064,1.9871837720721262
2:120000001-120500000,1.9295026385551064,1.9871837720721262
2:120500001-121000000,1.9295026385551064,1.9871837720721262
2:122000001-122500000,1.9295026385551064,1.9871837720721262
2:122500001-123000000,1.9295026385551064,1.9871837720721262
2:123000001-123500000,1.9295026385551064,1.9871837720721262
2:123500001-124000000,1.9295026385551064,1.9871837720721262
2:124000001-124500000,1.9295026385551064,1.9871837720721262
2:124500001-125000000,1.9295026385551064,1.9871837720721262
2:125500001-126000000,1.9295026385551064,1.9871837720721262
2:126000001-126500000,1.9295026385551064,1.9871837720721262
2:126500001-127000000,1.9295026385551064,1.9871837720721262
2:127000001-127500000,1.9295026385551064,1.9871837720721262
2:128500001-129000000,1.9295026385551064,1.9871837720721262
2:129000001-129500000,1.9295026385551064,1.9871837720721262
2:129500001-130000000,1.9295026385551064,1.9871837720721262
2:131500001-132000000,1.9295026385551064,1.9871837720721262
2:133500001-134000000,1.9295026385551064,1.9871837720721262
2:134000001-134500000,1.9295026385551064,1.9871837720721262
2:134500001-135000000,1.9295026385551064,1.9871837720721262
2:135000001-135500000,1.9295026385551064,1.9871837720721262
2:135500001-136000000,1.9295026385551064,1.9871837720721262
2:136000001-136500000,1.9295026385551064,1.9871837720721262
2:136500001-137000000,1.9295026385551064,1.9871837720721262
2:137000001-137500000,1.9295026385551064,1.9871837720721262
2:137500001-138000000,1.9295026385551064,1.9871837720721262
2:138000001-138500000,1.9295026385551064,1.9871837720721262
2:138500001-139000000,1.9295026385551064,1.9871837720721262
2:139000001-139500000,1.9295026385551064,1.9871837720721262
2:139500001-140000000,1.9295026385551064,1.9871837720721262
2:140000001-140500000,1.9295026385551064,1.9871837720721262
2:140500001-141000000,1.9295026385551064,1.9871837720721262
2:141000001-141500000,1.9295026385551064,1.9871837720721262
2:141500001-142000000,1.9295026385551064,1.9871837720721262
2:142000001-142500000,1.9295026385551064,1.9871837720721262
2:142500001-143000000,1.9295026385551064,1.9871837720721262
2:143000001-143500000,1.9295026385551064,1.9871837720721262
2:144500001-145000000,1.9295026385551064,1.9871837720721262
2:145000001-145500000,1.9295026385551064,1.9871837720721262
2:145500001-146000000,1.9295026385551064,1.9871837720721262
2:146000001-146500000,1.9295026385551064,1.9871837720721262
2:147000001-147500000,1.9295026385551064,1.9871837720721262
2:147500001-148000000,1.9295026385551064,1.9871837720721262
2:148500001-149000000,1.9295026385551064,1.9871837720721262
2:149000001-149500000,1.9295026385551064,1.9871837720721262
2:150000001-150500000,1.9295026385551064,1.9871837720721262
