rownames,UH18_7946,UP0053_HHE1.combined,UP0053_HHE3.combined
1:102500001-103000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:104500001-105000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:105000001-105500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:105500001-106000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:106000001-106500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:106500001-107000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:107000001-107500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:107500001-108000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:109000001-109500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:110000001-110500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:111000001-111500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:111500001-112000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:112000001-112500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:112500001-113000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:113000001-113500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:113500001-114000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:114000001-114500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:114500001-115000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:115000001-115500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:115500001-116000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:116000001-116500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:116500001-117000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:117000001-117500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:117500001-118000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:118000001-118500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:118500001-119000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:119000001-119500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:119500001-120000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:120000001-120500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:146500001-147000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:150500001-151000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:151000001-151500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:151500001-152000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:152000001-152500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:152500001-153000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:153000001-153500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:153500001-154000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:154000001-154500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:154500001-155000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:155000001-155500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:156500001-157000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:157500001-158000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:158000001-158500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:158500001-159000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:159000001-159500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:159500001-160000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:160000001-160500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:160500001-161000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:161000001-161500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:161500001-162000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:162000001-162500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:162500001-163000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:163000001-163500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:163500001-164000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:164000001-164500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:164500001-165000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:165000001-165500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:165500001-166000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:166000001-166500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:167000001-167500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:167500001-168000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:168000001-168500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:169000001-169500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:170000001-170500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:170500001-171000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:171000001-171500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:171500001-172000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:172000001-172500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:172500001-173000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:173000001-173500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:174000001-174500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:174500001-175000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:175000001-175500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:175500001-176000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:176000001-176500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:176500001-177000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:177000001-177500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:177500001-178000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:178000001-178500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:178500001-179000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:179000001-179500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:179500001-180000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:180000001-180500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:180500001-181000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:181000001-181500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:181500001-182000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:182500001-183000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:183000001-183500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:183500001-184000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:184000001-184500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:184500001-185000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:185000001-185500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:185500001-186000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:186000001-186500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:186500001-187000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:187000001-187500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:187500001-188000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:188000001-188500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:188500001-189000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:189000001-189500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:189500001-190000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:190000001-190500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:190500001-191000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:191000001-191500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:191500001-192000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:192000001-192500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:192500001-193000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:193000001-193500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:193500001-194000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:194000001-194500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:194500001-195000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:195000001-195500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:195500001-196000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:196000001-196500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:197000001-197500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:197500001-198000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:198000001-198500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:199000001-199500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:199500001-200000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:200500001-201000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:201500001-202000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:202000001-202500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:202500001-203000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:203000001-203500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:203500001-204000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:204000001-204500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:204500001-205000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:205000001-205500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:205500001-206000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:206500001-207000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:207000001-207500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:207500001-208000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:208000001-208500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:208500001-209000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:209500001-210000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:210000001-210500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:211000001-211500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:212000001-212500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:212500001-213000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:213000001-213500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:213500001-214000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:214000001-214500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:214500001-215000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:215000001-215500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:215500001-216000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:216000001-216500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:216500001-217000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:217000001-217500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:217500001-218000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:218000001-218500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:218500001-219000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:219000001-219500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:219500001-220000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:220500001-221000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:221000001-221500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:221500001-222000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:222000001-222500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:223500001-224000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:224500001-225000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:225000001-225500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:225500001-226000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:226000001-226500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:226500001-227000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:227000001-227500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:228000001-228500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:228500001-229000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:229000001-229500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:229500001-230000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:230000001-230500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:230500001-231000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:231000001-231500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:232000001-232500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:232500001-233000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:233500001-234000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:234000001-234500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:234500001-235000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:235000001-235500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:235500001-236000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:236500001-237000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:237000001-237500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:238500001-239000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:239000001-239500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:239500001-240000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:240500001-241000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:241000001-241500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:241500001-242000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:242500001-243000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:243500001-244000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:244000001-244500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:244500001-245000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:245000001-245500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:245500001-246000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:246000001-246500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:246500001-247000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:247500001-248000000,2.0013896970999445,2.0025228297232283,2.0982658973003905
1:248000001-248500000,2.0013896970999445,2.0025228297232283,2.0982658973003905
2:1000001-1500000,,,
2:1500001-2000000,,,
2:2000001-2500000,,,
2:2500001-3000000,,,
2:3000001-3500000,,,
2:3500001-4000000,,,
2:4000001-4500000,,,
2:4500001-5000000,,,
2:5000001-5500000,,,
2:6000001-6500000,,,
2:6500001-7000000,,,
2:7000001-7500000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:7500001-8000000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:8000001-8500000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:8500001-9000000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:9000001-9500000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:9500001-10000000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:10000001-10500000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:10500001-11000000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:11000001-11500000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:11500001-12000000,2.0076767137877214,1.9714337787349814,2.0774636562746833
2:12000001-12500000,2.0076767137877214,1.9714337787349814,2.0774636562746833
