,UP0018_HHE1.combined,UP0018HHT2,H4774_15_B1,id,filtered,order,chrom,genStart,genEnd,SD
29,-0.39333412058875283,-0.0621304200134174,0.0,30,False,False,8,500001.0,26000000.0,0.21145047126343308
30,-0.642897439910398,-0.525960058517485,0.0,31,True,True,8,26000001.0,36000000.0,0.34244840306389995
31,-0.450726141468726,-0.07548658936610964,0.0,32,True,True,8,48000001.0,58500000.0,0.2414045709452584
32,0.19077871386641565,0.032195144932614994,0.0,33,False,False,8,58500001.0,111000000.0,0.102128834777074
33,-0.04413613330227539,-0.23611488710853656,0.0,34,False,False,8,111000001.0,124000000.0,0.12553490888338473
34,0.014186590235197638,-0.20295195928247667,0.0,35,False,False,8,124000001.0,146000000.0,0.12147695721530687
35,-0.17614620395141212,-0.06338581979914137,0.0,36,False,False,9,500001.0,30000000.0,0.08921897364749026
36,0.08340416993385236,0.028784284062999266,0.0,37,False,False,9,35000001.0,111500000.0,0.04236374728451866
37,-0.8595115376202953,-0.9722841899246493,0.0,38,False,False,9,111500001.0,123000000.0,0.5317916729302297
38,-0.5795268457053613,-0.901231603676742,0.0,39,False,False,9,123000001.0,132500000.0,0.45672087020053115
39,-0.055959666212916925,-0.03315416908363189,0.0,40,False,False,10,1.0,20000000.0,0.02813886360415951
40,0.0410032353099723,0.00046554790204700325,0.0,41,False,False,10,23500001.0,101000000.0,0.023539987755295328
41,-0.1945714154565764,-0.0776935293921368,0.0,42,False,False,10,102000001.0,119000000.0,0.0979411051543006
42,-0.01751714057892073,0.07392845298995177,0.0,43,False,False,10,119000001.0,134000000.0,0.048536177158061855
43,-0.046795129345796105,-0.07176440717601207,0.0,44,False,False,11,500001.0,13000000.0,0.03643116592327864
44,-0.05155946560027358,0.05636323906250196,0.0,45,False,False,11,14000001.0,25000000.0,0.0539791678834394
45,-0.08674926224734358,-0.008222391370406923,0.0,46,False,False,11,28500001.0,57500000.0,0.047887910217558415
46,0.08828593011421138,-0.055838721854925666,0.0,47,False,False,11,68000001.0,108000000.0,0.07266852094700066
47,-0.361350304052073,-0.1038201218134408,0.0,48,False,False,11,108000001.0,118000000.0,0.18604410529752816
48,0.16481323072916387,0.3134553500061579,0.0,49,False,False,11,118000001.0,134500000.0,0.1567971816785534
49,-0.10664451488479232,-0.3606292425257984,0.0,50,False,False,12,1000001.0,33000000.0,0.18526321140232702
50,-0.0002674220490974655,-0.017738059086287228,0.0,51,False,False,12,42500001.0,53000000.0,0.010164754573083955
51,0.4290285911722287,-0.03233203800188411,0.0,52,True,False,12,61000001.0,75000000.0,0.25754110444629863
52,-0.2137475980233975,-0.05617333386443568,0.0,53,False,False,12,80500001.0,110500000.0,0.11080999339970467
53,-0.5596479154672538,-0.5175926289857191,0.0,54,True,True,12,110500001.0,125000000.0,0.31168268211655975
54,-0.08742384180827867,-0.04985133403065356,0.0,55,False,False,13,20500001.0,109000000.0,0.04385540058315591
55,0.03409415640101532,-0.03178409861863596,0.0,56,False,False,14,20500001.0,56500000.0,0.032945877107083466
56,-0.08762647439153837,-0.04130813727415705,0.0,57,False,False,14,57000001.0,87000000.0,0.04383710295451962
57,-0.19718013317096905,-0.06348307502765715,0.0,58,False,False,14,87000001.0,100500000.0,0.10065204840477611
58,0.22215558391553536,-0.0013478987393691355,0.0,59,False,False,15,36500001.0,77500000.0,0.12865245628872596
59,-0.0750786565964563,-0.12516627483803178,0.0,60,False,False,15,78000001.0,93500000.0,0.06299758002531013
60,-0.30873872299346905,-0.10242786769069534,0.0,61,False,False,16,500001.0,31500000.0,0.1572552257589885
61,-0.2886383522584832,-0.09877031938439429,0.0,62,False,False,16,47000001.0,90000000.0,0.14669557156078003
62,-0.038227390756130575,-0.012159717809687054,0.0,63,False,False,17,1.0,9500000.0,0.019530812041813405
63,-0.1376703528873744,-0.07402498032759941,0.0,64,False,False,17,16000001.0,51000000.0,0.06890035948734016
64,-0.17170135506895345,-0.3269640715325637,0.0,65,False,False,17,51500001.0,81000000.0,0.16355089448921076
65,-0.11482295950167631,-0.013191921214341651,0.0,66,False,False,18,500001.0,21000000.0,0.06283206023123689
66,-0.18442241217546917,0.011598200444705942,0.0,67,False,False,18,24000001.0,34500000.0,0.10997744082171501
67,-0.44474525610410637,0.018704381714389595,0.0,68,True,True,18,69000001.0,78077248.0,0.26234003491541275
68,-0.17022512542725488,-0.07167237813530836,0.0,69,False,False,19,1000001.0,19000000.0,0.08546555555025813
69,-0.47597678809566224,-0.11448932418397995,0.0,70,True,True,19,19000001.0,42000000.0,0.24844009832126107
70,-0.6287168242901748,-0.10979844611242129,0.0,71,True,True,19,42500001.0,59000000.0,0.33581166029111587
71,0.029591070173250467,-0.009797043811106576,0.0,72,False,False,20,1.0,25500000.0,0.02050624711593875
72,-0.8878802139998473,-0.7070623388086792,0.0,73,True,True,20,36500001.0,47500000.0,0.46921273237957906
73,-0.6625388565881667,-0.4179934272791792,0.0,74,True,True,20,52000001.0,62500000.0,0.3350320155680814
74,0.0526985400298412,0.04952401779060267,0.0,75,False,False,21,15500001.0,35500000.0,0.029551768279997857
75,0.25582194822432913,0.1707774389397967,0.0,76,False,False,21,35500001.0,48000000.0,0.13028326280555907
76,0.006284604907557556,-0.022623033601407383,0.0,77,False,False,22,19000001.0,51000000.0,0.015203889153434265
