rownames,UH16_300,UH18_22546,UP0055_HHE1.combined,UP0055_HHE2.combined
1:73000001-73500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:73500001-74000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:74000001-74500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:74500001-75000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:75000001-75500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:75500001-76000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:76500001-77000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:77000001-77500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:77500001-78000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:78000001-78500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:78500001-79000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:79000001-79500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:79500001-80000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:80000001-80500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:80500001-81000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:81000001-81500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:81500001-82000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:82000001-82500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:83000001-83500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:84000001-84500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:84500001-85000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:85000001-85500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:85500001-86000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:86000001-86500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:86500001-87000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:87000001-87500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:87500001-88000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:88000001-88500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:88500001-89000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:89000001-89500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:89500001-90000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:90000001-90500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:90500001-91000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:91000001-91500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:92000001-92500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:93000001-93500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:93500001-94000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:94000001-94500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:94500001-95000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:95000001-95500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:95500001-96000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:96000001-96500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:96500001-97000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:97000001-97500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:97500001-98000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:98000001-98500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:98500001-99000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:99000001-99500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:99500001-100000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:100500001-101000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:101000001-101500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:101500001-102000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:102500001-103000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:104500001-105000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:105000001-105500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:105500001-106000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:106000001-106500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:106500001-107000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:107000001-107500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:107500001-108000000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:109000001-109500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:110000001-110500000,1.9061463267413274,2.02541205071115,1.973260556316452,2.0035812969059448
1:111000001-111500000,,,,
1:111500001-112000000,,,,
1:112000001-112500000,,,,
1:112500001-113000000,,,,
1:113000001-113500000,,,,
1:113500001-114000000,,,,
1:114000001-114500000,,,,
1:114500001-115000000,,,,
1:115000001-115500000,,,,
1:115500001-116000000,,,,
1:116000001-116500000,,,,
1:116500001-117000000,,,,
1:117000001-117500000,,,,
1:117500001-118000000,,,,
1:118000001-118500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:118500001-119000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:119000001-119500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:119500001-120000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:120000001-120500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:146500001-147000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:150500001-151000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:151000001-151500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:151500001-152000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:152000001-152500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:152500001-153000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:153000001-153500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:153500001-154000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:154000001-154500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:154500001-155000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:155000001-155500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:156500001-157000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:157500001-158000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:158000001-158500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:158500001-159000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:159000001-159500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:159500001-160000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:160000001-160500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:160500001-161000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:161000001-161500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:161500001-162000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:162000001-162500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:162500001-163000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:163000001-163500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:163500001-164000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:164000001-164500000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:164500001-165000000,2.3843498918131427,1.9692776904172817,2.2367861880308335,2.286539171596421
1:165000001-165500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:165500001-166000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:166000001-166500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:167000001-167500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:167500001-168000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:168000001-168500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:169000001-169500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:170000001-170500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:170500001-171000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:171000001-171500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:171500001-172000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:172000001-172500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:172500001-173000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:173000001-173500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:174000001-174500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:174500001-175000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:175000001-175500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:175500001-176000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:176000001-176500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:176500001-177000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:177000001-177500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:177500001-178000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:178000001-178500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:178500001-179000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:179000001-179500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:179500001-180000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:180000001-180500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:180500001-181000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:181000001-181500000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:181500001-182000000,1.8796158877421953,1.5658283698260314,2.1250624152329682,2.2536437472037187
1:182500001-183000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:183000001-183500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:183500001-184000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:184000001-184500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:184500001-185000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:185000001-185500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:185500001-186000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:186000001-186500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:186500001-187000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:187000001-187500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:187500001-188000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:188000001-188500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:188500001-189000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:189000001-189500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:189500001-190000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:190000001-190500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:190500001-191000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:191000001-191500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:191500001-192000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:192000001-192500000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:192500001-193000000,3.359368448812705,1.6158441495489138,2.279501910772667,2.2487414760183846
1:193000001-193500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:193500001-194000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:194000001-194500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:194500001-195000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:195000001-195500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:195500001-196000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:196000001-196500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:197000001-197500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:197500001-198000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:198000001-198500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:199000001-199500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:199500001-200000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:200500001-201000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:201500001-202000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:202000001-202500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:202500001-203000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:203000001-203500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:203500001-204000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:204000001-204500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:204500001-205000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:205000001-205500000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:205500001-206000000,2.947574230929743,1.612944297702878,2.1468092000725028,2.106681888299574
1:206500001-207000000,,,,
1:207000001-207500000,,,,
1:207500001-208000000,,,,
1:208000001-208500000,,,,
1:208500001-209000000,,,,
1:209500001-210000000,,,,
1:210000001-210500000,,,,
1:211000001-211500000,,,,
1:212000001-212500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:212500001-213000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:213000001-213500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:213500001-214000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:214000001-214500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:214500001-215000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:215000001-215500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:215500001-216000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:216000001-216500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:216500001-217000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:217000001-217500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:217500001-218000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:218000001-218500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:218500001-219000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:219000001-219500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:219500001-220000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:220500001-221000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:221000001-221500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:221500001-222000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:222000001-222500000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:223500001-224000000,2.0955544008892595,1.2479538025222485,1.9203504170388983,1.8752321414328532
1:224500001-225000000,,,,
1:225000001-225500000,,,,
1:225500001-226000000,,,,
1:226000001-226500000,,,,
1:226500001-227000000,,,,
1:227000001-227500000,,,,
1:228000001-228500000,,,,
1:228500001-229000000,,,,
1:229000001-229500000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:229500001-230000000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:230000001-230500000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:230500001-231000000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:231000001-231500000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:232000001-232500000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:232500001-233000000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:233500001-234000000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:234000001-234500000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:234500001-235000000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
1:235000001-235500000,2.149292032499909,2.3655854998456,2.441798643803332,2.6549574842100983
