rownames,UH18_12903,UP0056_HHE2.combined
1:29500001-30000000,2.032710188588358,2.2008733142884735
1:30000001-30500000,2.032710188588358,2.2008733142884735
1:31500001-32000000,2.032710188588358,2.2008733142884735
1:32000001-32500000,2.032710188588358,2.2008733142884735
1:33000001-33500000,2.032710188588358,2.2008733142884735
1:33500001-34000000,2.032710188588358,2.2008733142884735
1:34000001-34500000,2.032710188588358,2.2008733142884735
1:34500001-35000000,2.032710188588358,2.2008733142884735
1:35000001-35500000,2.032710188588358,2.2008733142884735
1:35500001-36000000,2.032710188588358,2.2008733142884735
1:36000001-36500000,2.032710188588358,2.2008733142884735
1:36500001-37000000,2.032710188588358,2.2008733142884735
1:37500001-38000000,2.032710188588358,2.2008733142884735
1:38500001-39000000,2.032710188588358,2.2008733142884735
1:39500001-40000000,2.032710188588358,2.2008733142884735
1:40000001-40500000,2.032710188588358,2.2008733142884735
1:40500001-41000000,2.032710188588358,2.2008733142884735
1:41000001-41500000,2.032710188588358,2.2008733142884735
1:41500001-42000000,2.032710188588358,2.2008733142884735
1:42000001-42500000,2.032710188588358,2.2008733142884735
1:43500001-44000000,2.032710188588358,2.2008733142884735
1:44000001-44500000,2.032710188588358,2.2008733142884735
1:44500001-45000000,2.032710188588358,2.2008733142884735
1:45000001-45500000,2.032710188588358,2.2008733142884735
1:45500001-46000000,2.032710188588358,2.2008733142884735
1:46000001-46500000,2.032710188588358,2.2008733142884735
1:47000001-47500000,2.032710188588358,2.2008733142884735
1:47500001-48000000,2.032710188588358,2.2008733142884735
1:48000001-48500000,2.032710188588358,2.2008733142884735
1:48500001-49000000,2.032710188588358,2.2008733142884735
1:49000001-49500000,2.032710188588358,2.2008733142884735
1:49500001-50000000,2.032710188588358,2.2008733142884735
1:50000001-50500000,2.032710188588358,2.2008733142884735
1:50500001-51000000,2.032710188588358,2.2008733142884735
1:51000001-51500000,2.032710188588358,2.2008733142884735
1:51500001-52000000,2.032710188588358,2.2008733142884735
1:52000001-52500000,2.032710188588358,2.2008733142884735
1:52500001-53000000,2.032710188588358,2.2008733142884735
1:53000001-53500000,2.032710188588358,2.2008733142884735
1:53500001-54000000,2.032710188588358,2.2008733142884735
1:54000001-54500000,2.032710188588358,2.2008733142884735
1:54500001-55000000,2.032710188588358,2.2008733142884735
1:55000001-55500000,2.032710188588358,2.2008733142884735
1:55500001-56000000,2.032710188588358,2.2008733142884735
1:56000001-56500000,2.032710188588358,2.2008733142884735
1:56500001-57000000,2.032710188588358,2.2008733142884735
1:57000001-57500000,2.032710188588358,2.2008733142884735
1:57500001-58000000,2.032710188588358,2.2008733142884735
1:58500001-59000000,2.032710188588358,2.2008733142884735
1:59000001-59500000,2.032710188588358,2.2008733142884735
1:59500001-60000000,2.032710188588358,2.2008733142884735
1:60000001-60500000,2.032710188588358,2.2008733142884735
1:60500001-61000000,2.032710188588358,2.2008733142884735
1:61000001-61500000,2.032710188588358,2.2008733142884735
1:61500001-62000000,2.032710188588358,2.2008733142884735
1:62000001-62500000,2.032710188588358,2.2008733142884735
1:62500001-63000000,2.032710188588358,2.2008733142884735
1:63000001-63500000,2.032710188588358,2.2008733142884735
1:63500001-64000000,2.032710188588358,2.2008733142884735
1:64000001-64500000,2.032710188588358,2.2008733142884735
1:64500001-65000000,2.032710188588358,2.2008733142884735
1:65000001-65500000,2.032710188588358,2.2008733142884735
1:66000001-66500000,2.032710188588358,2.2008733142884735
1:67000001-67500000,2.032710188588358,2.2008733142884735
1:67500001-68000000,2.032710188588358,2.2008733142884735
1:68500001-69000000,2.032710188588358,2.2008733142884735
1:69000001-69500000,2.032710188588358,2.2008733142884735
1:69500001-70000000,2.032710188588358,2.2008733142884735
1:70000001-70500000,2.032710188588358,2.2008733142884735
1:70500001-71000000,2.032710188588358,2.2008733142884735
1:71000001-71500000,2.032710188588358,2.2008733142884735
1:71500001-72000000,2.032710188588358,2.2008733142884735
1:72000001-72500000,2.032710188588358,2.2008733142884735
1:72500001-73000000,2.032710188588358,2.2008733142884735
1:73000001-73500000,2.032710188588358,2.2008733142884735
1:73500001-74000000,2.032710188588358,2.2008733142884735
1:74000001-74500000,2.032710188588358,2.2008733142884735
1:74500001-75000000,2.032710188588358,2.2008733142884735
1:75000001-75500000,2.032710188588358,2.2008733142884735
1:75500001-76000000,2.032710188588358,2.2008733142884735
1:76500001-77000000,2.032710188588358,2.2008733142884735
1:77000001-77500000,2.032710188588358,2.2008733142884735
1:77500001-78000000,2.032710188588358,2.2008733142884735
1:78000001-78500000,2.032710188588358,2.2008733142884735
1:78500001-79000000,2.032710188588358,2.2008733142884735
1:79000001-79500000,2.032710188588358,2.2008733142884735
1:79500001-80000000,2.032710188588358,2.2008733142884735
1:80000001-80500000,2.032710188588358,2.2008733142884735
1:80500001-81000000,2.032710188588358,2.2008733142884735
1:81000001-81500000,2.032710188588358,2.2008733142884735
1:81500001-82000000,2.032710188588358,2.2008733142884735
1:82000001-82500000,2.032710188588358,2.2008733142884735
1:83000001-83500000,2.032710188588358,2.2008733142884735
1:84000001-84500000,2.032710188588358,2.2008733142884735
1:84500001-85000000,2.032710188588358,2.2008733142884735
1:85000001-85500000,2.032710188588358,2.2008733142884735
1:85500001-86000000,2.032710188588358,2.2008733142884735
1:86000001-86500000,2.032710188588358,2.2008733142884735
1:86500001-87000000,2.032710188588358,2.2008733142884735
1:87000001-87500000,2.032710188588358,2.2008733142884735
1:87500001-88000000,2.032710188588358,2.2008733142884735
1:88000001-88500000,2.032710188588358,2.2008733142884735
1:88500001-89000000,2.032710188588358,2.2008733142884735
1:89000001-89500000,2.032710188588358,2.2008733142884735
1:89500001-90000000,2.032710188588358,2.2008733142884735
1:90000001-90500000,2.032710188588358,2.2008733142884735
1:90500001-91000000,2.032710188588358,2.2008733142884735
1:91000001-91500000,2.032710188588358,2.2008733142884735
1:92000001-92500000,2.032710188588358,2.2008733142884735
1:93000001-93500000,2.032710188588358,2.2008733142884735
1:93500001-94000000,2.032710188588358,2.2008733142884735
1:94000001-94500000,2.032710188588358,2.2008733142884735
1:94500001-95000000,2.032710188588358,2.2008733142884735
1:95000001-95500000,2.032710188588358,2.2008733142884735
1:95500001-96000000,2.032710188588358,2.2008733142884735
1:96000001-96500000,2.032710188588358,2.2008733142884735
1:96500001-97000000,2.032710188588358,2.2008733142884735
1:97000001-97500000,2.032710188588358,2.2008733142884735
1:97500001-98000000,2.032710188588358,2.2008733142884735
1:98000001-98500000,2.032710188588358,2.2008733142884735
1:98500001-99000000,2.032710188588358,2.2008733142884735
1:99000001-99500000,2.032710188588358,2.2008733142884735
1:99500001-100000000,2.032710188588358,2.2008733142884735
1:100500001-101000000,2.032710188588358,2.2008733142884735
1:101000001-101500000,2.032710188588358,2.2008733142884735
1:101500001-102000000,2.032710188588358,2.2008733142884735
1:102500001-103000000,2.032710188588358,2.2008733142884735
1:104500001-105000000,2.032710188588358,2.2008733142884735
1:105000001-105500000,2.032710188588358,2.2008733142884735
1:105500001-106000000,2.032710188588358,2.2008733142884735
1:106000001-106500000,2.032710188588358,2.2008733142884735
1:106500001-107000000,2.032710188588358,2.2008733142884735
1:107000001-107500000,2.032710188588358,2.2008733142884735
1:107500001-108000000,2.032710188588358,2.2008733142884735
1:109000001-109500000,2.032710188588358,2.2008733142884735
1:110000001-110500000,2.032710188588358,2.2008733142884735
1:111000001-111500000,2.032710188588358,2.2008733142884735
1:111500001-112000000,2.032710188588358,2.2008733142884735
1:112000001-112500000,2.032710188588358,2.2008733142884735
1:112500001-113000000,2.032710188588358,2.2008733142884735
1:113000001-113500000,2.032710188588358,2.2008733142884735
1:113500001-114000000,2.032710188588358,2.2008733142884735
1:114000001-114500000,2.032710188588358,2.2008733142884735
1:114500001-115000000,2.032710188588358,2.2008733142884735
1:115000001-115500000,2.032710188588358,2.2008733142884735
1:115500001-116000000,2.032710188588358,2.2008733142884735
1:116000001-116500000,2.032710188588358,2.2008733142884735
1:116500001-117000000,2.032710188588358,2.2008733142884735
1:117000001-117500000,2.032710188588358,2.2008733142884735
1:117500001-118000000,2.032710188588358,2.2008733142884735
1:118000001-118500000,2.032710188588358,2.2008733142884735
1:118500001-119000000,2.032710188588358,2.2008733142884735
1:119000001-119500000,2.032710188588358,2.2008733142884735
1:119500001-120000000,2.032710188588358,2.2008733142884735
1:120000001-120500000,2.032710188588358,2.2008733142884735
1:146500001-147000000,2.032710188588358,2.2008733142884735
1:150500001-151000000,2.032710188588358,2.2008733142884735
1:151000001-151500000,2.032710188588358,2.2008733142884735
1:151500001-152000000,2.032710188588358,2.2008733142884735
1:152000001-152500000,2.032710188588358,2.2008733142884735
1:152500001-153000000,2.032710188588358,2.2008733142884735
1:153000001-153500000,2.032710188588358,2.2008733142884735
1:153500001-154000000,2.032710188588358,2.2008733142884735
1:154000001-154500000,2.032710188588358,2.2008733142884735
1:154500001-155000000,2.032710188588358,2.2008733142884735
1:155000001-155500000,2.032710188588358,2.2008733142884735
1:156500001-157000000,2.032710188588358,2.2008733142884735
1:157500001-158000000,2.032710188588358,2.2008733142884735
1:158000001-158500000,2.032710188588358,2.2008733142884735
1:158500001-159000000,2.032710188588358,2.2008733142884735
1:159000001-159500000,2.032710188588358,2.2008733142884735
1:159500001-160000000,2.032710188588358,2.2008733142884735
1:160000001-160500000,2.032710188588358,2.2008733142884735
1:160500001-161000000,2.032710188588358,2.2008733142884735
1:161000001-161500000,2.032710188588358,2.2008733142884735
1:161500001-162000000,2.032710188588358,2.2008733142884735
1:162000001-162500000,2.032710188588358,2.2008733142884735
1:162500001-163000000,2.032710188588358,2.2008733142884735
1:163000001-163500000,2.032710188588358,2.2008733142884735
1:163500001-164000000,2.032710188588358,2.2008733142884735
1:164000001-164500000,2.032710188588358,2.2008733142884735
1:164500001-165000000,2.032710188588358,2.2008733142884735
1:165000001-165500000,2.032710188588358,2.2008733142884735
1:165500001-166000000,2.032710188588358,2.2008733142884735
1:166000001-166500000,2.032710188588358,2.2008733142884735
1:167000001-167500000,2.032710188588358,2.2008733142884735
1:167500001-168000000,2.032710188588358,2.2008733142884735
1:168000001-168500000,2.032710188588358,2.2008733142884735
1:169000001-169500000,2.032710188588358,2.2008733142884735
1:170000001-170500000,2.032710188588358,2.2008733142884735
1:170500001-171000000,2.032710188588358,2.2008733142884735
1:171000001-171500000,2.032710188588358,2.2008733142884735
1:171500001-172000000,2.032710188588358,2.2008733142884735
1:172000001-172500000,2.032710188588358,2.2008733142884735
1:172500001-173000000,2.032710188588358,2.2008733142884735
1:173000001-173500000,2.032710188588358,2.2008733142884735
1:174000001-174500000,2.032710188588358,2.2008733142884735
1:174500001-175000000,2.032710188588358,2.2008733142884735
1:175000001-175500000,2.032710188588358,2.2008733142884735
1:175500001-176000000,2.032710188588358,2.2008733142884735
1:176000001-176500000,2.032710188588358,2.2008733142884735
1:176500001-177000000,2.032710188588358,2.2008733142884735
1:177000001-177500000,2.032710188588358,2.2008733142884735
1:177500001-178000000,2.032710188588358,2.2008733142884735
1:178000001-178500000,2.032710188588358,2.2008733142884735
1:178500001-179000000,2.032710188588358,2.2008733142884735
1:179000001-179500000,2.032710188588358,2.2008733142884735
1:179500001-180000000,2.032710188588358,2.2008733142884735
1:180000001-180500000,2.032710188588358,2.2008733142884735
1:180500001-181000000,2.032710188588358,2.2008733142884735
1:181000001-181500000,2.032710188588358,2.2008733142884735
1:181500001-182000000,2.032710188588358,2.2008733142884735
1:182500001-183000000,2.032710188588358,2.2008733142884735
1:183000001-183500000,2.032710188588358,2.2008733142884735
1:183500001-184000000,2.032710188588358,2.2008733142884735
1:184000001-184500000,2.032710188588358,2.2008733142884735
1:184500001-185000000,2.032710188588358,2.2008733142884735
1:185000001-185500000,2.032710188588358,2.2008733142884735
1:185500001-186000000,2.032710188588358,2.2008733142884735
1:186000001-186500000,2.032710188588358,2.2008733142884735
1:186500001-187000000,2.032710188588358,2.2008733142884735
1:187000001-187500000,2.032710188588358,2.2008733142884735
1:187500001-188000000,2.032710188588358,2.2008733142884735
1:188000001-188500000,2.032710188588358,2.2008733142884735
1:188500001-189000000,2.032710188588358,2.2008733142884735
1:189000001-189500000,2.032710188588358,2.2008733142884735
1:189500001-190000000,2.032710188588358,2.2008733142884735
1:190000001-190500000,2.032710188588358,2.2008733142884735
1:190500001-191000000,2.032710188588358,2.2008733142884735
1:191000001-191500000,2.032710188588358,2.2008733142884735
1:191500001-192000000,2.032710188588358,2.2008733142884735
1:192000001-192500000,2.032710188588358,2.2008733142884735
1:192500001-193000000,2.032710188588358,2.2008733142884735
1:193000001-193500000,2.032710188588358,2.2008733142884735
1:193500001-194000000,2.032710188588358,2.2008733142884735
1:194000001-194500000,2.032710188588358,2.2008733142884735
1:194500001-195000000,2.032710188588358,2.2008733142884735
1:195000001-195500000,2.032710188588358,2.2008733142884735
1:195500001-196000000,2.032710188588358,2.2008733142884735
1:196000001-196500000,2.032710188588358,2.2008733142884735
1:197000001-197500000,2.032710188588358,2.2008733142884735
1:197500001-198000000,2.032710188588358,2.2008733142884735
1:198000001-198500000,2.032710188588358,2.2008733142884735
1:199000001-199500000,2.032710188588358,2.2008733142884735
1:199500001-200000000,2.032710188588358,2.2008733142884735
1:200500001-201000000,2.032710188588358,2.2008733142884735
1:201500001-202000000,2.032710188588358,2.2008733142884735
1:202000001-202500000,2.032710188588358,2.2008733142884735
1:202500001-203000000,2.032710188588358,2.2008733142884735
1:203000001-203500000,2.032710188588358,2.2008733142884735
1:203500001-204000000,2.032710188588358,2.2008733142884735
1:204000001-204500000,2.032710188588358,2.2008733142884735
1:204500001-205000000,2.032710188588358,2.2008733142884735
1:205000001-205500000,2.032710188588358,2.2008733142884735
1:205500001-206000000,2.032710188588358,2.2008733142884735
1:206500001-207000000,2.032710188588358,2.2008733142884735
1:207000001-207500000,2.032710188588358,2.2008733142884735
1:207500001-208000000,2.032710188588358,2.2008733142884735
1:208000001-208500000,2.032710188588358,2.2008733142884735
1:208500001-209000000,2.032710188588358,2.2008733142884735
1:209500001-210000000,2.032710188588358,2.2008733142884735
1:210000001-210500000,2.032710188588358,2.2008733142884735
1:211000001-211500000,2.032710188588358,2.2008733142884735
1:212000001-212500000,2.032710188588358,2.2008733142884735
1:212500001-213000000,2.032710188588358,2.2008733142884735
1:213000001-213500000,2.032710188588358,2.2008733142884735
1:213500001-214000000,2.032710188588358,2.2008733142884735
1:214000001-214500000,2.032710188588358,2.2008733142884735
1:214500001-215000000,2.032710188588358,2.2008733142884735
1:215000001-215500000,2.032710188588358,2.2008733142884735
1:215500001-216000000,2.032710188588358,2.2008733142884735
1:216000001-216500000,2.032710188588358,2.2008733142884735
1:216500001-217000000,2.032710188588358,2.2008733142884735
1:217000001-217500000,2.032710188588358,2.2008733142884735
1:217500001-218000000,2.032710188588358,2.2008733142884735
1:218000001-218500000,2.032710188588358,2.2008733142884735
1:218500001-219000000,2.032710188588358,2.2008733142884735
1:219000001-219500000,2.032710188588358,2.2008733142884735
1:219500001-220000000,2.032710188588358,2.2008733142884735
1:220500001-221000000,2.032710188588358,2.2008733142884735
1:221000001-221500000,2.032710188588358,2.2008733142884735
1:221500001-222000000,2.032710188588358,2.2008733142884735
1:222000001-222500000,2.032710188588358,2.2008733142884735
1:223500001-224000000,2.032710188588358,2.2008733142884735
1:224500001-225000000,2.032710188588358,2.2008733142884735
1:225000001-225500000,2.032710188588358,2.2008733142884735
1:225500001-226000000,2.032710188588358,2.2008733142884735
1:226000001-226500000,2.032710188588358,2.2008733142884735
1:226500001-227000000,2.032710188588358,2.2008733142884735
1:227000001-227500000,2.032710188588358,2.2008733142884735
1:228000001-228500000,2.032710188588358,2.2008733142884735
1:228500001-229000000,2.032710188588358,2.2008733142884735
1:229000001-229500000,2.032710188588358,2.2008733142884735
1:229500001-230000000,2.032710188588358,2.2008733142884735
1:230000001-230500000,2.032710188588358,2.2008733142884735
1:230500001-231000000,2.032710188588358,2.2008733142884735
1:231000001-231500000,2.032710188588358,2.2008733142884735
1:232000001-232500000,2.032710188588358,2.2008733142884735
1:232500001-233000000,2.032710188588358,2.2008733142884735
1:233500001-234000000,2.032710188588358,2.2008733142884735
1:234000001-234500000,2.032710188588358,2.2008733142884735
1:234500001-235000000,2.032710188588358,2.2008733142884735
1:235000001-235500000,2.032710188588358,2.2008733142884735
1:235500001-236000000,2.032710188588358,2.2008733142884735
1:236500001-237000000,2.032710188588358,2.2008733142884735
1:237000001-237500000,2.032710188588358,2.2008733142884735
1:238500001-239000000,2.032710188588358,2.2008733142884735
1:239000001-239500000,2.032710188588358,2.2008733142884735
1:239500001-240000000,2.032710188588358,2.2008733142884735
1:240500001-241000000,2.032710188588358,2.2008733142884735
1:241000001-241500000,2.032710188588358,2.2008733142884735
1:241500001-242000000,2.032710188588358,2.2008733142884735
1:242500001-243000000,2.032710188588358,2.2008733142884735
1:243500001-244000000,2.032710188588358,2.2008733142884735
1:244000001-244500000,2.032710188588358,2.2008733142884735
1:244500001-245000000,2.032710188588358,2.2008733142884735
1:245000001-245500000,2.032710188588358,2.2008733142884735
1:245500001-246000000,2.032710188588358,2.2008733142884735
1:246000001-246500000,2.032710188588358,2.2008733142884735
1:246500001-247000000,2.032710188588358,2.2008733142884735
1:247500001-248000000,2.032710188588358,2.2008733142884735
1:248000001-248500000,2.032710188588358,2.2008733142884735
2:1000001-1500000,,
2:1500001-2000000,,
2:2000001-2500000,,
2:2500001-3000000,,
2:3000001-3500000,,
2:3500001-4000000,,
2:4000001-4500000,,
2:4500001-5000000,,
2:5000001-5500000,,
2:6000001-6500000,,
2:6500001-7000000,,
2:7000001-7500000,,
2:7500001-8000000,,
2:8000001-8500000,,
2:8500001-9000000,,
2:9000001-9500000,,
2:9500001-10000000,,
2:10000001-10500000,,
2:10500001-11000000,,
2:11000001-11500000,,
2:11500001-12000000,,
2:12000001-12500000,,
2:12500001-13000000,,
2:13000001-13500000,,
2:13500001-14000000,,
2:14000001-14500000,,
2:14500001-15000000,,
2:15000001-15500000,,
2:15500001-16000000,,
2:16500001-17000000,,
2:17000001-17500000,,
2:17500001-18000000,,
2:18000001-18500000,,
2:18500001-19000000,,
2:19000001-19500000,,
2:19500001-20000000,,
2:20000001-20500000,,
2:20500001-21000000,,
2:21000001-21500000,,
2:22000001-22500000,,
2:22500001-23000000,,
2:23000001-23500000,,
2:23500001-24000000,,
2:24000001-24500000,,
2:25000001-25500000,,
2:25500001-26000000,2.1123074223450162,2.408092280953745
2:26000001-26500000,2.1123074223450162,2.408092280953745
2:26500001-27000000,2.1123074223450162,2.408092280953745
2:27000001-27500000,2.1123074223450162,2.408092280953745
2:27500001-28000000,2.1123074223450162,2.408092280953745
2:28000001-28500000,2.1123074223450162,2.408092280953745
2:28500001-29000000,2.1123074223450162,2.408092280953745
2:29000001-29500000,2.1123074223450162,2.408092280953745
2:29500001-30000000,2.1123074223450162,2.408092280953745
2:30000001-30500000,2.1123074223450162,2.408092280953745
2:30500001-31000000,2.1123074223450162,2.408092280953745
2:31000001-31500000,2.1123074223450162,2.408092280953745
2:31500001-32000000,2.1123074223450162,2.408092280953745
2:33500001-34000000,2.1123074223450162,2.408092280953745
2:34000001-34500000,2.1123074223450162,2.408092280953745
2:34500001-35000000,2.1123074223450162,2.408092280953745
2:35000001-35500000,2.1123074223450162,2.408092280953745
2:35500001-36000000,2.1123074223450162,2.408092280953745
2:36500001-37000000,2.1123074223450162,2.408092280953745
2:37500001-38000000,2.1123074223450162,2.408092280953745
2:38000001-38500000,2.1123074223450162,2.408092280953745
2:38500001-39000000,2.1123074223450162,2.408092280953745
2:39000001-39500000,2.1123074223450162,2.408092280953745
2:39500001-40000000,2.1123074223450162,2.408092280953745
2:40000001-40500000,2.1123074223450162,2.408092280953745
2:40500001-41000000,2.1123074223450162,2.408092280953745
2:41000001-41500000,2.1123074223450162,2.408092280953745
2:41500001-42000000,2.1123074223450162,2.408092280953745
2:42000001-42500000,2.1123074223450162,2.408092280953745
2:42500001-43000000,2.1123074223450162,2.408092280953745
2:43000001-43500000,2.1123074223450162,2.408092280953745
2:43500001-44000000,2.1123074223450162,2.408092280953745
2:44000001-44500000,2.1123074223450162,2.408092280953745
2:44500001-45000000,2.1123074223450162,2.408092280953745
2:45000001-45500000,2.1123074223450162,2.408092280953745
2:45500001-46000000,2.1123074223450162,2.408092280953745
2:46000001-46500000,2.1123074223450162,2.408092280953745
2:46500001-47000000,2.1123074223450162,2.408092280953745
2:47000001-47500000,2.1123074223450162,2.408092280953745
2:47500001-48000000,2.1123074223450162,2.408092280953745
2:48000001-48500000,2.1123074223450162,2.408092280953745
2:48500001-49000000,2.1123074223450162,2.408092280953745
2:49500001-50000000,,
2:50000001-50500000,,
2:51000001-51500000,,
2:51500001-52000000,1.9762102217302346,2.0811014373708017
2:52000001-52500000,1.9762102217302346,2.0811014373708017
2:52500001-53000000,1.9762102217302346,2.0811014373708017
2:53000001-53500000,1.9762102217302346,2.0811014373708017
2:53500001-54000000,1.9762102217302346,2.0811014373708017
2:54500001-55000000,1.9762102217302346,2.0811014373708017
2:55000001-55500000,1.9762102217302346,2.0811014373708017
2:55500001-56000000,1.9762102217302346,2.0811014373708017
2:56000001-56500000,1.9762102217302346,2.0811014373708017
2:56500001-57000000,1.9762102217302346,2.0811014373708017
2:57000001-57500000,1.9762102217302346,2.0811014373708017
2:57500001-58000000,1.9762102217302346,2.0811014373708017
2:58000001-58500000,1.9762102217302346,2.0811014373708017
2:58500001-59000000,1.9762102217302346,2.0811014373708017
2:59000001-59500000,1.9762102217302346,2.0811014373708017
2:60000001-60500000,1.9762102217302346,2.0811014373708017
2:60500001-61000000,1.9762102217302346,2.0811014373708017
2:61000001-61500000,1.9762102217302346,2.0811014373708017
2:62000001-62500000,1.9762102217302346,2.0811014373708017
2:62500001-63000000,1.9762102217302346,2.0811014373708017
2:63500001-64000000,1.9762102217302346,2.0811014373708017
2:64000001-64500000,1.9762102217302346,2.0811014373708017
2:64500001-65000000,1.9762102217302346,2.0811014373708017
2:65500001-66000000,1.9762102217302346,2.0811014373708017
2:66000001-66500000,1.9762102217302346,2.0811014373708017
2:66500001-67000000,1.9762102217302346,2.0811014373708017
2:67500001-68000000,1.9762102217302346,2.0811014373708017
2:68000001-68500000,1.9762102217302346,2.0811014373708017
2:68500001-69000000,1.9762102217302346,2.0811014373708017
2:69000001-69500000,1.9762102217302346,2.0811014373708017
2:69500001-70000000,1.9762102217302346,2.0811014373708017
2:70000001-70500000,1.9762102217302346,2.0811014373708017
2:71000001-71500000,1.9762102217302346,2.0811014373708017
2:71500001-72000000,1.9762102217302346,2.0811014373708017
2:72000001-72500000,1.9762102217302346,2.0811014373708017
2:72500001-73000000,1.9762102217302346,2.0811014373708017
2:73000001-73500000,1.9762102217302346,2.0811014373708017
2:73500001-74000000,1.9762102217302346,2.0811014373708017
2:74000001-74500000,1.9762102217302346,2.0811014373708017
2:74500001-75000000,1.9762102217302346,2.0811014373708017
2:75000001-75500000,1.9762102217302346,2.0811014373708017
2:75500001-76000000,1.9762102217302346,2.0811014373708017
2:76000001-76500000,1.9762102217302346,2.0811014373708017
2:76500001-77000000,1.9762102217302346,2.0811014373708017
2:77000001-77500000,1.9762102217302346,2.0811014373708017
2:77500001-78000000,1.9762102217302346,2.0811014373708017
2:78000001-78500000,1.9762102217302346,2.0811014373708017
2:79000001-79500000,1.9762102217302346,2.0811014373708017
2:79500001-80000000,1.9762102217302346,2.0811014373708017
2:80000001-80500000,1.9762102217302346,2.0811014373708017
2:80500001-81000000,1.9762102217302346,2.0811014373708017
2:81000001-81500000,1.9762102217302346,2.0811014373708017
2:82000001-82500000,1.9762102217302346,2.0811014373708017
2:82500001-83000000,1.9762102217302346,2.0811014373708017
2:83000001-83500000,1.9762102217302346,2.0811014373708017
2:84000001-84500000,1.9762102217302346,2.0811014373708017
2:84500001-85000000,1.9762102217302346,2.0811014373708017
2:85000001-85500000,1.9762102217302346,2.0811014373708017
2:85500001-86000000,1.9762102217302346,2.0811014373708017
2:86000001-86500000,1.9762102217302346,2.0811014373708017
2:86500001-87000000,1.9762102217302346,2.0811014373708017
2:88500001-89000000,1.9762102217302346,2.0811014373708017
2:97000001-97500000,1.9762102217302346,2.0811014373708017
2:99500001-100000000,1.9762102217302346,2.0811014373708017
2:100000001-100500000,1.9762102217302346,2.0811014373708017
2:100500001-101000000,1.9762102217302346,2.0811014373708017
2:101000001-101500000,1.9762102217302346,2.0811014373708017
2:101500001-102000000,1.9762102217302346,2.0811014373708017
2:102000001-102500000,1.9762102217302346,2.0811014373708017
2:102500001-103000000,1.9762102217302346,2.0811014373708017
2:103000001-103500000,1.9762102217302346,2.0811014373708017
2:103500001-104000000,1.9762102217302346,2.0811014373708017
2:104000001-104500000,1.9762102217302346,2.0811014373708017
2:104500001-105000000,1.9762102217302346,2.0811014373708017
2:105000001-105500000,1.9762102217302346,2.0811014373708017
2:106000001-106500000,1.9762102217302346,2.0811014373708017
2:107000001-107500000,1.9762102217302346,2.0811014373708017
2:107500001-108000000,1.9762102217302346,2.0811014373708017
2:108000001-108500000,1.9762102217302346,2.0811014373708017
2:108500001-109000000,1.9762102217302346,2.0811014373708017
2:110000001-110500000,1.9762102217302346,2.0811014373708017
2:111500001-112000000,1.9762102217302346,2.0811014373708017
2:113500001-114000000,1.9762102217302346,2.0811014373708017
2:114500001-115000000,1.9762102217302346,2.0811014373708017
2:116000001-116500000,1.9762102217302346,2.0811014373708017
2:116500001-117000000,1.9762102217302346,2.0811014373708017
2:117000001-117500000,1.9762102217302346,2.0811014373708017
2:118000001-118500000,1.9762102217302346,2.0811014373708017
2:118500001-119000000,1.9762102217302346,2.0811014373708017
